Species_abbr	Species_class	Name	Total_Genes	KEGG	Reactome	Biocyc	Panther	GO	Genes_with_KEGG_annotation	Genes_with_Reactome_annotation	Genes_with_BioCyc_aanotation	Genes_with_Panther_annotation	Genes_with_GO_annotation
swo	Bacteria	Syntrophomonas wolfei	2642	90	0	0	0	0	717	0	0	0	0
swa	Bacteria	Staphylococcus warneri	2505	98	0	0	0	0	907	0	0	0	0
duc	Bacteria	Dehalococcoides sp. UCH007	1559	79	0	0	0	0	518	0	0	0	0
swd	Bacteria	Shewanella woodyi	5096	119	0	0	0	0	1382	0	0	0	0
swp	Bacteria	Shewanella piezotolerans	5047	115	0	0	0	0	1165	0	0	0	0
tpyo	Bacteria	Trueperella pyogenes TP8	2091	87	0	0	0	0	724	0	0	0	0
rix	Bacteria	Roseburia intestinalis XB6B4	3699	96	0	0	0	0	941	0	0	0	0
riv	Bacteria	Rivularia sp. PCC 7116	6946	124	0	0	0	0	1277	0	0	0	0
rir	Bacteria	Rhizobium sp. IRBG74	5572	124	0	0	0	0	1777	0	0	0	0
rip	Bacteria	Candidatus Riesia pediculicola	598	69	0	0	0	0	358	0	0	0	0
rin	Bacteria	Ralstonia insidiosa	5882	122	0	0	0	0	1649	0	0	0	0
rim	Bacteria	Roseburia intestinalis M50/1	3534	95	0	0	0	0	898	0	0	0	0
rig	Bacteria	Candidatus Riesia sp. GBBU	499	67	0	0	0	0	308	0	0	0	0
ric	Bacteria	Rickettsia sp. MEAM1 (Bemisia tabaci)	1428	78	0	0	0	0	379	0	0	0	0
ria	Bacteria	Rathayibacter iranicus	3244	110	0	0	0	0	830	0	0	0	0
csem	Animals	Cynoglossus semilaevis (tongue sole)	23380	167	0	0	0	0	6701	0	0	0	0
cser	Bacteria	Comamonas serinivorans	3870	120	0	0	0	0	1102	0	0	0	0
mphl	Bacteria	Mycolicibacterium phlei	5215	121	0	0	0	0	1315	0	0	0	0
achr	Bacteria	Achromobacter sp. AONIH1	6067	122	0	0	0	0	1879	0	0	0	0
rpne	Bacteria	Rodentibacter pneumotropicus	3945	97	0	0	0	0	1271	0	0	0	0
ljh	Bacteria	Lactobacillus johnsonii DPC 6026	1854	89	0	0	0	0	608	0	0	0	0
ljo	Bacteria	Lactobacillus johnsonii NCC 533	1918	88	0	0	0	0	622	0	0	0	0
ljn	Bacteria	Lactobacillus johnsonii N6.2	1811	87	0	0	0	0	579	0	0	0	0
lja	Plants	Lotus japonicus	48105	137	0	0	0	0	7626	0	0	0	0
lje	Bacteria	Lactobacillus jensenii	1635	76	0	0	0	0	499	0	0	0	0
ljf	Bacteria	Lactobacillus johnsonii FI9785	1807	84	0	0	0	0	586	0	0	0	0
pros	Bacteria	Prosthecochloris sp. GSB1	2364	98	0	0	0	0	807	0	0	0	0
proc	Bacteria	Prosthecochloris sp. CIB 2401	2270	94	0	0	0	0	771	0	0	0	0
yli	Fungi	Yarrowia lipolytica	7140	121	0	0	0	0	2465	0	0	0	0
msp	Bacteria	Mycolicibacterium gilvum Spyr1	5584	124	0	0	0	0	1251	0	0	0	0
xph	Bacteria	Xanthomonas phaseoli	4738	123	0	0	0	0	1207	0	0	0	0
xpo	Bacteria	Xenorhabdus poinarii	3805	109	0	0	0	0	1153	0	0	0	0
xpe	Bacteria	Xanthomonas perforans	4840	125	0	0	0	0	1331	0	0	0	0
bart	Bacteria	Bartonella sp. JB15	1329	88	0	0	0	0	614	0	0	0	0
tpg	Bacteria	Treponema pallidum subsp. pertenue Gauthier	1125	67	0	0	0	0	404	0	0	0	0
tpaf	Archaea	Thermococcus pacificus	1965	85	0	0	0	0	564	0	0	0	0
tpl	Bacteria	Treponema paraluiscuniculi	1070	67	0	0	0	0	405	0	0	0	0
bbub	Animals	Bubalus bubalis (water buffalo)	27513	329	0	0	0	0	8691	0	0	0	0
bbur	Bacteria	Borrelia burgdorferi CA382	857	64	0	0	0	0	361	0	0	0	0
gru	Bacteria	Gordonia rubripertincta	4888	124	0	0	0	0	1280	0	0	0	0
grs	Bacteria	Gramella sp. SH35	3898	113	0	0	0	0	872	0	0	0	0
gry	Bacteria	Gryllotalpicola sp. 2DFW10M-5	3588	113	0	0	0	0	893	0	0	0	0
tpt	Bacteria	Thermotoga petrophila	1864	93	0	0	0	0	741	0	0	0	0
gra	Plants	Gossypium raimondii	41605	137	0	0	0	0	7012	0	0	0	0
grl	Bacteria	Gramella salexigens	2674	103	0	0	0	0	732	0	0	0	0
bcoa	Bacteria	Bacillus coagulans DSM 1 = ATCC 7050	3405	105	0	0	0	0	1024	0	0	0	0
bcom	Fungi	Baudoinia panamericana	10508	121	0	0	0	0	1943	0	0	0	0
bcon	Bacteria	Burkholderia contaminans	7583	131	0	0	0	0	2139	0	0	0	0
bcor	Bacteria	Bifidobacterium coryneforme	1422	89	0	0	0	0	553	0	0	0	0
edj	Bacteria	Escherichia coli DH1	4451	119	0	0	0	0	1682	0	0	0	0
edh	Bacteria	Escherichia coli DH1	4375	119	0	0	0	0	1668	0	0	0	0
edi	Protists	Entamoeba dispar	8811	87	0	0	0	0	1042	0	0	0	0
edl	Bacteria	Edwardsiella sp. LADL05-105	3686	109	0	0	0	0	1281	0	0	0	0
edw	Bacteria	Edwardsiella sp. EA181011	3476	109	0	0	0	0	1331	0	0	0	0
edu	Bacteria	Enterococcus durans	2935	100	0	0	0	0	806	0	0	0	0
meye	Archaea	Methanobrevibacter sp. YE315	2103	92	0	0	0	0	588	0	0	0	0
mmyr	Bacteria	Maritalea myrionectae	3742	113	0	0	0	0	1205	0	0	0	0
mmyi	Bacteria	Mycoplasma mycoides subsp. mycoides izsam_mm5713	1116	55	0	0	0	0	345	0	0	0	0
mmym	Bacteria	Mycoplasma mycoides subsp. mycoides SC Gladysdale	1136	55	0	0	0	0	352	0	0	0	0
rro	Animals	Rhinopithecus roxellana (golden snub-nosed monkey)	24524	329	0	0	0	0	8363	0	0	0	0
cfo	Animals	Camponotus floridanus (Florida carpenter ant)	13462	136	0	0	0	0	3094	0	0	0	0
cfl	Bacteria	Cellulomonas flavigena	3784	112	0	0	0	0	954	0	0	0	0
cfm	Bacteria	Clostridium formicaceticum	4251	102	0	0	0	0	1068	0	0	0	0
cfj	Fungi	Colletotrichum fioriniae	13759	122	0	0	0	0	2322	0	0	0	0
rrj	Bacteria	Rickettsia rickettsii Iowa	1495	76	0	0	0	0	425	0	0	0	0
rri	Bacteria	Rickettsia rickettsii Sheila Smith	1380	75	0	0	0	0	418	0	0	0	0
cfi	Bacteria	Cellulomonas fimi	3864	114	0	0	0	0	1085	0	0	0	0
cff	Bacteria	Campylobacter fetus subsp. fetus 82-40	1820	94	0	0	0	0	742	0	0	0	0
rrf	Bacteria	Rhodospirillum rubrum F11	3946	113	0	0	0	0	1353	0	0	0	0
rre	Bacteria	Rickettsia rhipicephali	1302	73	0	0	0	0	422	0	0	0	0
cfe	Bacteria	Chlamydia felis Fe/C-56	1054	72	0	0	0	0	432	0	0	0	0
acis	Bacteria	Acidovorax carolinensis P3	4273	119	0	0	0	0	1203	0	0	0	0
cfc	Bacteria	Corynebacterium flavescens	2308	98	0	0	0	0	772	0	0	0	0
rra	Bacteria	Rickettsia rickettsii Arizona	1380	76	0	0	0	0	426	0	0	0	0
acip	Bacteria	Acidovorax carolinensis P4	4400	121	0	0	0	0	1348	0	0	0	0
acio	Bacteria	Acidovorax sp. 1608163	4510	120	0	0	0	0	1362	0	0	0	0
acin	Bacteria	Acidovorax carolinensis NA3	3850	119	0	0	0	0	1203	0	0	0	0
cfz	Bacteria	Campylobacter fetus subsp. venerealis 84-112	2103	93	0	0	0	0	777	0	0	0	0
acij	Bacteria	Acidipropionibacterium virtanenii	3152	104	0	0	0	0	934	0	0	0	0
cfx	Bacteria	Campylobacter fetus subsp. venerealis 97/608	2056	90	0	0	0	0	768	0	0	0	0
cfv	Bacteria	Campylobacter fetus subsp. venerealis cfvi03/293	2044	92	0	0	0	0	761	0	0	0	0
cfw	Bacteria	Chlamydia trachomatis F/SW5	929	70	0	0	0	0	407	0	0	0	0
cft	Bacteria	Campylobacter fetus subsp. fetus 04/554	1842	91	0	0	0	0	748	0	0	0	0
cfu	Bacteria	Collimonas fungivorans	4493	119	0	0	0	0	1464	0	0	0	0
cfr	Animals	Camelus ferus (Wild Bactrian camel)	21355	329	0	0	0	0	7942	0	0	0	0
rrr	Bacteria	Rickettsia rickettsii R	1420	75	0	0	0	0	421	0	0	0	0
acia	Archaea	Acidilobus sp. 7A	1557	78	0	0	0	0	432	0	0	0	0
bde	Bacteria	Bifidobacterium dentium Bd1	2197	100	0	0	0	0	726	0	0	0	0
bdf	Bacteria	Burkholderia diffusa	6123	127	0	0	0	0	1912	0	0	0	0
bdm	Bacteria	Brevundimonas diminuta	3496	114	0	0	0	0	947	0	0	0	0
bdl	Bacteria	Burkholderia dolosa	5728	125	0	0	0	0	1806	0	0	0	0
bdo	Bacteria	Bacteroides dorei HS1_L_1_B_010	4713	99	0	0	0	0	996	0	0	0	0
bdn	Bacteria	Bifidobacterium dentium JCM 1195 = DSM 20436	2209	100	0	0	0	0	709	0	0	0	0
bdi	Plants	Brachypodium distachyon	29490	136	0	0	0	3445	4825	0	0	0	8431
bdh	Bacteria	Bacteroides dorei HS1_L_3_B_079	4186	99	0	0	0	0	983	0	0	0	0
bdu	Bacteria	Borrelia duttonii	1469	64	0	0	0	0	378	0	0	0	0
bdq	Bacteria	Bdellovibrio sp. qaytius	3204	104	0	0	0	0	738	0	0	0	0
ibu	Bacteria	Intestinimonas butyriciproducens	3440	102	0	0	0	0	822	0	0	0	0
apz	Bacteria	Acetobacter pasteurianus IFO 3283-32	3118	108	0	0	0	0	935	0	0	0	0
apx	Bacteria	Acetobacter pasteurianus IFO 3283-26	3120	108	0	0	0	0	935	0	0	0	0
apy	Bacteria	Anaplasma phagocytophilum HZ2	1295	65	0	0	0	0	459	0	0	0	0
apr	Bacteria	Anaerococcus prevotii	1916	86	0	0	0	0	623	0	0	0	0
aps	Bacteria	Candidatus Azobacteroides pseudotrichonymphae (Coptotermes formosanus)	894	83	0	0	0	0	481	0	0	0	0
app	Bacteria	Accumulibacter phosphatis	4793	113	0	0	0	0	1209	0	0	0	0
apq	Bacteria	Acetobacter pasteurianus IFO 3283-22	3120	108	0	0	0	0	935	0	0	0	0
apv	Bacteria	Atopobium parvulum	1422	84	0	0	0	0	520	0	0	0	0
apw	Bacteria	Acetobacter pasteurianus IFO 3283-01-42C	3050	107	0	0	0	0	911	0	0	0	0
apt	Bacteria	Acetobacter pasteurianus IFO 3283-01	3122	106	0	0	0	0	911	0	0	0	0
apu	Bacteria	Acetobacter pasteurianus IFO 3283-07	3119	108	0	0	0	0	935	0	0	0	0
apj	Bacteria	Actinobacillus pleuropneumoniae JL03 (serotype 3)	2147	103	0	0	0	0	899	0	0	0	0
apk	Bacteria	Acetobacter pasteurianus 386B	2942	108	0	0	0	0	915	0	0	0	0
aph	Bacteria	Anaplasma phagocytophilum HZ	1411	65	0	0	0	0	443	0	0	0	0
api	Animals	Acyrthosiphon pisum (pea aphid)	20302	134	0	0	0	0	3326	0	0	0	0
apn	Bacteria	Pseudarthrobacter phenanthrenivorans	4274	118	0	0	0	0	1165	0	0	0	0
apo	Archaea	Archaeoglobus profundus	1911	87	0	0	0	0	569	0	0	0	0
apl	Bacteria	Actinobacillus pleuropneumoniae L20 (serotype 5b)	2108	103	0	0	0	0	909	0	0	0	0
apm	Bacteria	Alpha proteobacterium HIMB5	1466	99	0	0	0	0	687	0	0	0	0
apb	Bacteria	Candidatus Puniceispirillum marinum	2585	112	0	0	0	0	1034	0	0	0	0
apc	Bacteria	Alpha proteobacterium HIMB59	1531	97	0	0	0	0	751	0	0	0	0
apa	Bacteria	Actinobacillus pleuropneumoniae AP76 (serotype 7)	2220	105	0	0	0	0	916	0	0	0	0
apf	Bacteria	Acetobacter pasteurianus IFO 3283-03	3120	108	0	0	0	0	935	0	0	0	0
apg	Bacteria	Acetobacter pasteurianus IFO 3283-12	3118	108	0	0	0	0	935	0	0	0	0
apd	Bacteria	Anaplasma phagocytophilum Dog2	1304	65	0	0	0	0	455	0	0	0	0
ape	Archaea	Aeropyrum pernix	1752	95	0	0	0	0	585	0	0	0	0
fek	Bacteria	Flavivirga eckloniae	4647	111	0	0	0	0	871	0	0	0	0
ndi	Fungi	Naumovozyma dairenensis	5816	116	0	0	0	0	2232	0	0	0	0
ndl	Bacteria	Candidatus Nasuia deltocephalinicola	169	21	0	0	0	0	107	0	0	0	0
tat	Bacteria	Taylorella asinigenitalis 14/45	1457	95	0	0	0	0	631	0	0	0	0
tau	Bacteria	Tolumonas auensis	3292	111	0	0	0	0	1269	0	0	0	0
taw	Bacteria	Tabrizicola sp. K13M18	4249	122	0	0	0	0	1392	0	0	0	0
tap	Bacteria	Terribacillus goriensis	3332	107	0	0	0	0	1116	0	0	0	0
taq	Bacteria	Thermus aquaticus	2574	98	0	0	0	0	825	0	0	0	0
tar	Archaea	Thermoplasmatales archaeon BRNA1	1577	81	0	0	0	0	555	0	0	0	0
tas	Bacteria	Taylorella asinigenitalis MCE3	1576	95	0	0	0	0	664	0	0	0	0
taz	Bacteria	Treponema azotonutricium	3662	103	0	0	0	0	975	0	0	0	0
tad	Animals	Trichoplax adhaerens	11565	125	0	0	0	4199	2145	0	0	0	6162
tae	Bacteria	Tepidanaerobacter acetatoxydans Re1	2748	95	0	0	0	0	867	0	0	0	0
taf	Bacteria	Thermosipho africanus	2043	93	0	0	0	0	691	0	0	0	0
tag	Archaea	Thermosphaera aggregans	1457	78	0	0	0	0	441	0	0	0	0
taa	Archaea	Candidatus Nitrosocosmicus oleophilus	3758	94	0	0	0	0	624	0	0	0	0
tab	Bacteria	Tumebacillus algifaecis	4096	107	0	0	0	0	974	0	0	0	0
tac	Archaea	Thermoplasma acidophilum	1523	91	0	0	0	0	550	0	0	0	0
tal	Bacteria	Thermocrinis albus	1652	99	0	0	0	0	732	0	0	0	0
tam	Bacteria	Thermovibrio ammonificans	1889	91	0	0	0	0	703	0	0	0	0
tan	Protists	Theileria annulata	3792	72	0	0	0	0	701	0	0	0	0
tao	Bacteria	Thiomicrospira aerophila	2126	96	0	0	0	0	795	0	0	0	0
tah	Archaea	Candidatus Nitrosotenuis cloacae	1855	92	0	0	0	0	537	0	0	0	0
tai	Bacteria	Thermanaerovibrio acidaminovorans	1821	92	0	0	0	0	774	0	0	0	0
taj	Bacteria	Tamlana sp. UJ94	3609	108	0	0	0	0	782	0	0	0	0
tak	Bacteria	Thauera aromatica	3469	113	0	0	0	0	1180	0	0	0	0
sis	Archaea	Sulfolobus islandicus L.S.2.15	3071	100	0	0	0	0	746	0	0	0	0
sir	Archaea	Sulfolobus islandicus REY15A	2806	99	0	0	0	0	736	0	0	0	0
siq	Bacteria	Streptococcus iniae ISET0901	1997	98	0	0	0	0	724	0	0	0	0
sip	Bacteria	Streptococcus sp. I-P16	1994	92	0	0	0	0	780	0	0	0	0
chrs	Bacteria	Chryseobacterium sp. 3008163	4292	103	0	0	0	0	701	0	0	0	0
siv	Bacteria	Solibacillus silvestris StLB046	3956	112	0	0	0	0	1181	0	0	0	0
siu	Bacteria	Streptococcus intermedius C270	1873	86	0	0	0	0	705	0	0	0	0
sit	Bacteria	Ruegeria sp. TM1040	3944	117	0	0	0	0	1364	0	0	0	0
siz	Bacteria	Streptococcus iniae SFST01-82	2029	98	0	0	0	0	752	0	0	0	0
siy	Archaea	Sulfolobus islandicus Y.G.57.14	3089	99	0	0	0	0	736	0	0	0	0
six	Bacteria	Sinorhizobium sp. RAC02	6327	123	0	0	0	0	2092	0	0	0	0
chrz	Bacteria	Chryseobacterium sp. 6424	2422	100	0	0	0	0	640	0	0	0	0
chry	Bacteria	Chryseobacterium sp. T16E-39	4432	109	0	0	0	0	851	0	0	0	0
sic	Archaea	Sulfolobus islandicus LAL14/1	2689	98	0	0	0	0	737	0	0	0	0
sib	Bacteria	Streptococcus intermedius B196	1905	88	0	0	0	0	699	0	0	0	0
sia	Archaea	Sulfolobus islandicus M.14.25	2902	100	0	0	0	0	746	0	0	0	0
sig	Bacteria	Streptococcus sp. I-G2	1943	89	0	0	0	0	704	0	0	0	0
chrb	Bacteria	Chromobacterium sp. IIBBL 274-1	4579	118	0	0	0	0	1367	0	0	0	0
sie	Bacteria	Streptococcus intermedius JTH08	1784	87	0	0	0	0	690	0	0	0	0
sid	Archaea	Sulfolobus islandicus M.16.4	2870	100	0	0	0	0	744	0	0	0	0
chro	Bacteria	Chromobacterium sp. ATCC 53434	4619	121	0	0	0	0	1357	0	0	0	0
sij	Bacteria	Scardovia inopinata	1497	89	0	0	0	0	516	0	0	0	0
sii	Archaea	Sulfolobus islandicus L.D.8.5	3162	100	0	0	0	0	754	0	0	0	0
dwi	Animals	Drosophila willistoni	14287	136	0	0	0	0	3116	0	0	0	0
sio	Bacteria	Streptococcus iniae ISNO	1996	98	0	0	0	0	723	0	0	0	0
sin	Archaea	Sulfolobus islandicus Y.N.15.51	3328	101	0	0	0	0	735	0	0	0	0
chri	Bacteria	Chromobacterium sp. IIBBL 112-1	4564	119	0	0	0	0	1370	0	0	0	0
sil	Bacteria	Ruegeria pomeroyi	4371	117	0	0	0	0	1448	0	0	0	0
taci	Bacteria	Thermodesulfobium acidiphilum	1809	96	0	0	0	0	700	0	0	0	0
kbl	Bacteria	Candidatus Kinetoplastibacterium blastocrithidii (ex Strigomonas culicis)	767	73	0	0	0	0	476	0	0	0	0
kba	Bacteria	Kozakia baliensis	3366	106	0	0	0	0	1011	0	0	0	0
kbs	Bacteria	Ktedonobacterales bacterium SCAWS-G2	9626	120	0	0	0	0	1554	0	0	0	0
kbt	Bacteria	Candidatus Kinetoplastibacterium blastocrithidii TCC012E	783	73	0	0	0	0	478	0	0	0	0
byl	Bacteria	Blautia sp. YL58	4810	106	0	0	0	0	1234	0	0	0	0
byi	Bacteria	Burkholderia sp. YI23	7886	128	0	0	0	0	2358	0	0	0	0
rat	Bacteria	Riemerella anatipestifer CH3	2231	97	0	0	0	0	609	0	0	0	0
bya	Bacteria	Bacillus velezensis YAU B9601-Y2	4110	116	0	0	0	0	1324	0	0	0	0
nfa	Bacteria	Nocardia farcinica IFM 10152	6010	125	0	0	0	0	1287	0	0	0	0
nfn	Archaea	Candidatus Nitrosocosmicus franklandus	3226	95	0	0	0	0	563	0	0	0	0
nfl	Bacteria	Nostoc flagelliforme	11105	120	0	0	0	0	1343	0	0	0	0
nfi	Fungi	Aspergillus fischeri	10395	128	0	0	0	0	2211	0	0	0	0
nfu	Animals	Nothobranchius furzeri (turquoise killifish)	24762	167	0	0	0	0	6766	0	0	0	0
nfr	Bacteria	Nocardia farcinica NCTC11134	6190	126	0	0	0	0	1328	0	0	0	0
haer	Archaea	Haloplanus aerogenes	3600	102	0	0	0	0	848	0	0	0	0
our	Bacteria	Oligella urethralis	2384	110	0	0	0	0	836	0	0	0	0
vca	Bacteria	Vibrio campbellii	5674	115	0	0	0	0	1500	0	0	0	0
vce	Bacteria	Vibrio cholerae O1 2010EL-1786	3946	111	0	0	0	0	1410	0	0	0	0
vcf	Bacteria	Vibrio cholerae O1 El Tor FJ147	3690	111	0	0	0	0	1400	0	0	0	0
vch	Bacteria	Vibrio cholerae O1 El Tor N16961	3693	111	0	333	0	0	1405	0	464	0	0
vci	Bacteria	Vibrio cholerae O1 IEC224	3787	111	0	0	0	0	1422	0	0	0	0
vcj	Bacteria	Vibrio cholerae O1 MJ-1236	3912	112	0	0	0	0	1428	0	0	0	0
vcl	Bacteria	Vibrio cholerae O1 LMA3984-4	3442	110	0	0	0	0	1321	0	0	0	0
vcm	Bacteria	Vibrio cholerae O1 M66-2	3840	112	0	0	0	0	1414	0	0	0	0
vcn	Plants	Volvox carteri f. nagariensis	14434	120	0	0	0	0	1997	0	0	0	0
vco	Bacteria	Vibrio cholerae O1 O395	3997	112	0	0	0	0	1427	0	0	0	0
rpln	Bacteria	Raoultella planticola	5584	119	0	0	0	0	1673	0	0	0	0
vcq	Bacteria	Vibrio cholerae O1 2012EL-2176	3894	111	0	0	0	0	1442	0	0	0	0
vcr	Bacteria	Vibrio cholerae O1 O395	4100	111	0	0	0	0	1418	0	0	0	0
vcs	Bacteria	Vibrio cholerae O1 El Tor MS6	3862	111	0	0	0	0	1407	0	0	0	0
vct	Bacteria	Vibrio coralliilyticus OCN014	5255	113	0	0	0	0	1573	0	0	0	0
vcx	Bacteria	Vibrio cholerae O49 1154-74	3559	114	0	0	0	0	1408	0	0	0	0
vcy	Bacteria	Vibrio coralliilyticus RE98	5718	115	0	0	0	0	1668	0	0	0	0
vcz	Bacteria	Vibrio cholerae O27 10432-62	3729	111	0	0	0	0	1373	0	0	0	0
acun	Animals	Athene cunicularia (burrowing owl)	15508	168	0	0	0	0	4432	0	0	0	0
crd	Bacteria	Corynebacterium resistens	2230	108	0	0	0	0	734	0	0	0	0
crh	Bacteria	Candidatus Carsonella ruddii HC (Heteropsylla cubana)	223	36	0	0	0	0	155	0	0	0	0
rhod	Bacteria	Rhodococcus sp. 008	6921	124	0	0	0	0	1588	0	0	0	0
ltr	Bacteria	Leucobacter triazinivorans	3141	115	0	0	0	0	902	0	0	0	0
rfo	Bacteria	Reinekea forsetii	3350	114	0	0	0	0	1153	0	0	0	0
asan	Bacteria	Aerococcus sanguinicola	1830	98	0	0	0	0	697	0	0	0	0
lth	Fungi	Lachancea thermotolerans	5378	118	0	0	0	0	2047	0	0	0	0
echa	Bacteria	Ehrlichia chaffeensis Heartland	1013	66	0	0	0	0	440	0	0	0	0
echj	Bacteria	Ehrlichia chaffeensis Jax	1033	66	0	0	0	0	441	0	0	0	0
echl	Bacteria	Ehrlichia chaffeensis Liberty	1032	66	0	0	0	0	440	0	0	0	0
echp	Bacteria	Ehrlichia chaffeensis West Paces	1006	66	0	0	0	0	440	0	0	0	0
emar	Bacteria	Euzebyella marina	4046	111	0	0	0	0	823	0	0	0	0
echv	Bacteria	Ehrlichia chaffeensis Saint Vincent	1015	66	0	0	0	0	442	0	0	0	0
echw	Bacteria	Ehrlichia chaffeensis Wakulla	1025	66	0	0	0	0	442	0	0	0	0
blin	Bacteria	Brevibacterium aurantiacum	3896	112	0	0	0	0	987	0	0	0	0
bpum	Bacteria	Bacillus pumilus MTCC B6033	3807	110	0	0	0	0	1248	0	0	0	0
cdiv	Archaea	Cuniculiplasma divulgatum	1948	101	0	0	0	0	535	0	0	0	0
cdip	Bacteria	Corynebacterium diphtheriae NCTC11397	2393	105	0	0	0	0	779	0	0	0	0
spun	Bacteria	Streptomyces puniciscabiei	8435	133	0	0	0	0	1646	0	0	0	0
ebd	Bacteria	Escherichia coli BL21-Gold(DE3)pLysS AG	4440	119	0	0	0	0	1649	0	0	0	0
ebe	Bacteria	Escherichia coli BL21(DE3)	4424	119	0	0	0	0	1640	0	0	0	0
ebf	Bacteria	Enterobacteriaceae bacterium FGI 57	4536	122	0	0	0	0	1730	0	0	0	0
eba	Bacteria	Aromatoleum aromaticum	4667	114	0	0	0	0	1212	0	0	0	0
ebc	Bacteria	Enterobacteriaceae bacterium ENNIH2	6243	122	0	0	0	0	1741	0	0	0	0
ebl	Bacteria	Escherichia coli BL21(DE3)	4439	119	0	0	0	0	1641	0	0	0	0
ebm	Bacteria	Erysipelotrichaceae bacterium SG0102	3103	96	0	0	0	0	697	0	0	0	0
ebh	Bacteria	Endosymbiont of Bathymodiolus septemdierum	1561	93	0	0	0	0	606	0	0	0	0
ebi	Bacteria	Erwinia billingiae	5029	116	0	0	0	0	1775	0	0	0	0
ebt	Bacteria	Shimwellia blattae	4017	119	0	0	0	0	1491	0	0	0	0
ebu	Bacteria	Enterobacteriaceae bacterium S05	5128	119	0	0	0	0	1741	0	0	0	0
ebw	Bacteria	Escherichia coli BW2952	4268	119	0	0	0	0	1654	0	0	0	0
ebr	Bacteria	Escherichia coli B REL606	4383	119	0	0	0	0	1652	0	0	0	0
ebs	Bacteria	Ectothiorhodospira sp. BSL-9	3248	107	0	0	0	0	1056	0	0	0	0
dle	Animals	Delphinapterus leucas (beluga whale)	21184	329	0	0	0	0	7201	0	0	0	0
dlu	Bacteria	Dietzia lutea	3553	120	0	0	0	0	1015	0	0	0	0
dly	Bacteria	Dehalogenimonas lykanthroporepellens	1774	81	0	0	0	0	562	0	0	0	0
cola	Bacteria	Colwellia sp. Arc7-D	3731	111	0	0	0	0	957	0	0	0	0
amed	Bacteria	Aeromonas media	4569	113	0	0	0	0	1390	0	0	0	0
amex	Animals	Astyanax mexicanus (Mexican tetra)	28134	167	0	0	0	0	7334	0	0	0	0
gte	Bacteria	Geobacillus thermoleovorans CCB_US3_UF5	4002	106	0	0	0	0	1179	0	0	0	0
ctmj	Bacteria	Chlamydia trachomatis RC-J/966	969	71	0	0	0	0	413	0	0	0	0
rpp	Bacteria	Rickettsia parkeri	1355	78	0	0	0	0	427	0	0	0	0
rps	Bacteria	Rickettsia prowazekii Katsinyian	880	80	0	0	0	0	416	0	0	0	0
gtk	Bacteria	Geobacillus thermoleovorans KCTC 3570	3521	107	0	0	0	0	1159	0	0	0	0
rpu	Bacteria	Ralstonia pseudosolanacearum	5206	123	0	0	0	0	1485	0	0	0	0
rpt	Bacteria	Rhodopseudomonas palustris TIE-1	5383	123	0	0	0	0	1589	0	0	0	0
rpw	Bacteria	Rickettsia prowazekii Chernikova	881	80	0	0	0	0	417	0	0	0	0
rpv	Bacteria	Rickettsia prowazekii RpGvF24	870	80	0	0	0	0	416	0	0	0	0
rpy	Bacteria	Rhodococcus pyridinivorans	5285	119	0	0	0	0	1320	0	0	0	0
rpx	Bacteria	Rhodopseudomonas palustris DX-1	5082	123	0	0	0	0	1545	0	0	0	0
rpz	Bacteria	Rickettsia prowazekii Dachau	875	80	0	0	0	0	415	0	0	0	0
rpa	Bacteria	Rhodopseudomonas palustris CGA009	4900	123	0	0	0	0	1584	0	0	0	0
rpc	Bacteria	Rhodopseudomonas palustris BisB18	5016	123	0	0	0	0	1519	0	0	0	0
rpb	Bacteria	Rhodopseudomonas palustris HaA2	4772	124	0	0	0	0	1522	0	0	0	0
rpe	Bacteria	Rhodopseudomonas palustris BisA53	4972	120	0	0	0	0	1551	0	0	0	0
rpd	Bacteria	Rhodopseudomonas palustris BisB5	4492	123	0	0	0	0	1407	0	0	0	0
rpg	Bacteria	Rickettsia prowazekii GvV257	865	80	0	0	0	0	414	0	0	0	0
rpf	Bacteria	Ralstonia pickettii 12D	5522	120	0	0	0	0	1557	0	0	0	0
rpi	Bacteria	Ralstonia pickettii 12J	5101	120	0	0	0	0	1506	0	0	0	0
rph	Bacteria	Rickettsia philipii	1380	76	0	0	0	0	426	0	0	0	0
rpk	Bacteria	Rickettsia peacockii	984	74	0	0	0	0	408	0	0	0	0
rpj	Bacteria	Ralstonia pickettii DTP0602	7587	125	0	0	0	0	2156	0	0	0	0
rpm	Bacteria	Pararhodospirillum photometricum	3358	111	0	0	0	0	1124	0	0	0	0
rpl	Bacteria	Rickettsia prowazekii Breinl	956	80	0	0	0	0	423	0	0	0	0
rpo	Bacteria	Rickettsia prowazekii BuV67-CWPP	879	80	0	0	0	0	417	0	0	0	0
rpn	Bacteria	Rickettsia prowazekii NMRC Madrid E	974	80	0	0	0	0	431	0	0	0	0
bbo	Protists	Babesia bovis	3735	75	0	0	0	0	753	0	0	0	0
bbn	Bacteria	Borreliella burgdorferi N40	1315	64	0	0	0	0	380	0	0	0	0
bbm	Bacteria	Bordetella bronchiseptica MO149	4730	122	0	0	0	0	1678	0	0	0	0
bbl	Bacteria	Blattabacterium sp. (Blattella germanica) Bge	631	74	0	0	0	0	403	0	0	0	0
bbk	Bacteria	Bartonella bacilliformis	1375	90	0	0	0	0	577	0	0	0	0
